Manufacture,Type,Engine,Controllers,SPN,FMI,Code,KWP,Blink
Deutz,Deutz,Deutz,ECM,523910,7,Exhaust aftertreatment - Burner air pump - Mechanical system not responding or out of adjustment,1249,6-9-5
Deutz,Deutz,Deutz,ECM,523910,12,Exhaust aftertreatment - Burner air pump - Bad intelligent device or component,1250,6-9-5
Deutz,Deutz,Deutz,ECM,523910,0,Exhaust aftertreatment - Burner air pump - Data above normal operational range (Most severe level),1252,6-9-5
Deutz,Deutz,Deutz,ECM,524014,1,Engine - Air pressure glow plug flushing line - Data below normal operational range (Most severe level),1254,8-5-8
Deutz,Deutz,Deutz,ECM,524013,7,Exhaust aftertreatment - Burner operation - Mechanical system not responding or out of adjustment,1255,8-5-7
Deutz,Deutz,Deutz,ECM,523915,7,"Exhaust aftertreatment - Burner post injection metering valve
- Mechanical system not responding or out of adjustment",1257,8-5-3
Deutz,Deutz,Deutz,ECM,524016,11,Exhaust aftertreatment - Burner air pump - Root cause not known,1258,8-5-9
Deutz,Deutz,Deutz,ECM,524016,2,Exhaust aftertreatment - Burner air pump - Data erratic intermittent or incorrect,1259,8-5-9
Deutz,Deutz,Deutz,ECM,523910,6,Exhaust aftertreatment - Burner air pump - Current above normal or grounded circuit,1261,6-9-5
Deutz,Deutz,Deutz,ECM,523922,7,Exhaust aftertreatment - Burner metering unit shut-off valve - Mechanical system not responding or out of adjustment,1262,8-5-4
Deutz,Deutz,Deutz,ECM,524021,11,Exhaust aftertreatment - Burner fuel line - Root cause not known,1263,8-6-4
Deutz,Deutz,Deutz,ECM,523922,7,Exhaust aftertreatment - Burner metering unit shut-off valve - Mechanical system not responding or out of adjustment,1264,8-5-5
Deutz,Deutz,Deutz,ECM,524038,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1285,8-2-4
Deutz,Deutz,Deutz,ECM,524039,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1286,8-2-5
Deutz,Deutz,Deutz,ECM,524040,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1287,8-2-6
Deutz,Deutz,Deutz,ECM,524041,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1288,8-2-7
Deutz,Deutz,Deutz,ECM,524042,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1289,8-2-8
Deutz,Deutz,Deutz,ECM,524043,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1290,8-2-9
Deutz,Deutz,Deutz,ECM,524045,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1291,8-3-1
Deutz,Deutz,Deutz,ECM,524046,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1292,8-3-2
Deutz,Deutz,Deutz,ECM,524047,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1293,8-3-3
Deutz,Deutz,Deutz,ECM,524048,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1294,8-3-4
Deutz,Deutz,Deutz,ECM,523788,0,Engine - CAN TC - Data above normal operational range (Most severe level),1299,655
Deutz,Deutz,Deutz,ECM,523788,0,Engine - CAN TC - Data above normal operational range (Most severe level),1300,655
Deutz,Deutz,Deutz,ECM,524024,11,Exhaust aftertreatment - DOC temperature difference - Root cause not known,1302,8-6-6
Deutz,Deutz,Deutz,ECM,523995,13,Engine - Injector 7 IMA Code - Out of calibration,1324,7-9-5
Deutz,Deutz,Deutz,ECM,523996,13,Engine - Injector 8 IMA Code - Out of calibration,1325,7-9-6
Deutz,Deutz,Deutz,ECM,523997,4,Engine - Injectors bank 1 Secondary - Voltage below normal or shorted to low source,1326,7-9-7
Deutz,Deutz,Deutz,ECM,523998,4,Engine - Injectors bank 2 Secondary - Voltage below normal or shorted to low source,1327,7-9-8
Deutz,Deutz,Deutz,ECM,523999,12,Engine - Injector control Secondary - Bad intelligent device or component,1328,7-9-9
Deutz,Deutz,Deutz,ECM,524000,5,Engine - Injector 7 - Current below normal or open circuit,1329,1-7-7
Deutz,Deutz,Deutz,ECM,524001,5,Engine - Injector 8 - Current below normal or open circuit,1330,1-7-8
Deutz,Deutz,Deutz,ECM,524000,3,Engine - Injector 7 - Voltage above normal or shorted to high source,1333,1-7-7
Deutz,Deutz,Deutz,ECM,524001,3,Engine - Injector 8 - Voltage above normal or shorted to high source,1334,1-7-8
Deutz,Deutz,Deutz,ECM,2797,4,Engine - Injector group - Voltage below normal or shorted to low source,1337,565
Deutz,Deutz,Deutz,ECM,2798,4,Engine - Injector group 2 - Voltage below normal or shorted to low source,1338,566
Deutz,Deutz,Deutz,ECM,2797,4,Engine - Injector group - Voltage below normal or shorted to low source,1339,565
Deutz,Deutz,Deutz,ECM,2798,4,Engine - Injector group 2 - Voltage below normal or shorted to low source,1340,566
Deutz,Deutz,Deutz,ECM,524036,12,Engine - Diagnostic injector Secondary - Bad intelligent device or component,1342,5-5-5
Deutz,Deutz,Deutz,ECM,524069,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1345,8-9-6
Deutz,Deutz,Deutz,ECM,524052,11,Exhaust aftertreatment - Power reduction on Main ECU triggered by fault on Secondary - Root cause not known,1357,8-3-6
Deutz,Deutz,Deutz,ECM,524052,11,Exhaust aftertreatment - Power reduction on Main ECU triggered by fault on Secondary - Root cause not known,1368,8-3-6
Deutz,Deutz,Deutz,ECM,523919,2,Exhaust aftertreatment - Burner air pump pressure sensor - Data erratic intermittent or incorrect,1378,6-9-4
Deutz,Deutz,Deutz,ECM,523920,2,Exhaust aftertreatment - Burner exhaust back pressure sensor - Data erratic intermittent or incorrect,1379,7-1-6
Deutz,Deutz,Deutz,ECM,3253,2,Exhaust aftertreatment - DPF differential pressure - Data erratic intermittent or incorrect,1380,6-9-2
Deutz,Deutz,Deutz,ECM,164,2,Engine - Rail pressure - Data erratic intermittent or incorrect,1381,839
Deutz,Deutz,Deutz,ECM,523922,5,Exhaust aftertreatment - Burner metering unit shut-off valve - Current below normal or open circuit,1389,715
Deutz,Deutz,Deutz,ECM,523922,12,Exhaust aftertreatment - Burner metering unit shut-off valve - Bad intelligent device or component,1390,715
Deutz,Deutz,Deutz,ECM,523922,4,Exhaust aftertreatment - Burner metering unit shut-off valve - Voltage below normal or shorted to low source,1392,715
Deutz,Deutz,Deutz,ECM,523921,2,Exhaust aftertreatment - Burner firing chamber temperature - Data erratic intermittent or incorrect,1395,7-1-4
Deutz,Deutz,Deutz,ECM,1136,0,Engine - ECU temperature - Data above normal operational range (Most severe level),1398,681
Deutz,Deutz,Deutz,ECM,4769,2,Exhaust aftertreatment - Temperature sensor after DOC - Data erratic intermittent or incorrect,1402,6-8-4
Deutz,Deutz,Deutz,ECM,4769,2,Exhaust aftertreatment - Temperature sensor after DOC - Data erratic intermittent or incorrect,1403,6-8-4
Deutz,Deutz,Deutz,ECM,1188,11,Engine - TC wastegate - Root cause not known,1411,814
Deutz,Deutz,Deutz,ECM,1188,11,Engine - TC wastegate - Root cause not known,1412,814
Deutz,Deutz,Deutz,ECM,1188,13,Engine - TC wastegate - Out of calibration,1413,814
Deutz,Deutz,Deutz,ECM,1188,2,Engine - TC wastegate - Data erratic intermittent or incorrect,1414,814
Deutz,Deutz,Deutz,ECM,1188,7,Engine - TC wastegate - Mechanical system not responding or out of adjustment,1415,814
Deutz,Deutz,Deutz,ECM,1188,11,Engine - TC wastegate - Root cause not known,1417,814
Deutz,Deutz,Deutz,ECM,1188,11,Engine - TC wastegate - Root cause not known,1418,814
Deutz,Deutz,Deutz,ECM,51,0,Engine - Throttle valve position - Data above normal operational range (Most severe level),1423,594
Deutz,Deutz,Deutz,ECM,51,1,Engine - Throttle valve position - Data below normal operational range (Most severe level),1424,594
Deutz,Deutz,Deutz,ECM,172,0,Engine - Ambient air temperature sensor - Data above normal operational range (Most severe level),1425,226
Deutz,Deutz,Deutz,ECM,524029,2,Exhaust aftertreatment - CAN return actuator - Data erratic intermittent or incorrect,1432,815
Deutz,Deutz,Deutz,ECM,524034,5,Engine - Disc separator - Current below normal or open circuit,1436,816
Deutz,Deutz,Deutz,ECM,524034,12,Engine - Disc separator - Bad intelligent device or component,1437,816
Deutz,Deutz,Deutz,ECM,524034,3,Engine - Disc separator - Voltage above normal or shorted to high source,1438,816
Deutz,Deutz,Deutz,ECM,524034,4,Engine - Disc separator - Voltage below normal or shorted to low source,1439,816
Deutz,Deutz,Deutz,ECM,524030,7,Engine - EGR actuator - Mechanical system not responding or out of adjustment,1440,815
Deutz,Deutz,Deutz,ECM,524031,13,Engine - EGR actuator - Out of calibration,1441,815
Deutz,Deutz,Deutz,ECM,524032,2,Engine - EGR actuator - Data erratic intermittent or incorrect,1442,815
Deutz,Deutz,Deutz,ECM,524033,7,Engine - EGR actuator - Mechanical system not responding or out of adjustment,1443,815
Deutz,Deutz,Deutz,ECM,3711,12,Exhaust aftertreatment - Temperature during Stand Still - Bad intelligent device or component,1455,711
Deutz,Deutz,Deutz,ECM,523960,0,Engine - EGR temperature after EGR cooler - Data above normal operational range (Most severe level),1458,7-7-1
Deutz,Deutz,Deutz,ECM,523668,11,Exhaust aftertreatment - Hardware failure temperature sensor DEF suction unit - Root cause not known,1464,1136
Deutz,Deutz,Deutz,ECM,523669,11,Exhaust aftertreatment - Hardware failure quality sensor DEF suction unit - Root cause not known,1466,1137
Deutz,Deutz,Deutz,ECM,523670,11,Exhaust aftertreatment - Hardware failure level sensor DEF suction unit - Root cause not known,1467,1138
Deutz,Deutz,Deutz,ECM,524282,11,Exhaust aftertreatment - Hardware failure temperature sensor DEF suction unit - Root cause not known,1468,1139
Deutz,Deutz,Deutz,ECM,524283,12,Exhaust aftertreatment - Swapped hoses for differential pressure sensor DPF - Bad intelligent device or component,1469,1141
Deutz,Deutz,Deutz,ECM,524284,12,Exhaust aftertreatment - DOC removed - Bad intelligent device or component,1470,1142
Deutz,Deutz,Deutz,ECM,524285,2,Machine - GPS status error - Data erratic intermittent or incorrect,1471,1143
Deutz,Deutz,Deutz,ECM,524286,2,Machine - Telemetry status error - Data erratic intermittent or incorrect,1472,1144
Deutz,Deutz,Deutz,ECM,524025,5,Exhaust aftertreatment - Stand Still - Current below normal or open circuit,1481,845
Deutz,Deutz,Deutz,ECM,524044,9,Engine - CAN Main Secondary - Abnormal update rate timeout,1482,1-8-8
Deutz,Deutz,Deutz,ECM,524068,2,Engine - ECU Main Secondary identical - Data erratic intermittent or incorrect,1484,8-9-5
Deutz,Deutz,Deutz,ECM,524052,11,Exhaust aftertreatment - Power reduction on Main ECU triggered by fault on Secondary - Root cause not known,1485,8-3-6
Deutz,Deutz,Deutz,ECM,523718,5,Exhaust aftertreatment - SCR system - Current below normal or open circuit,1486,6-7-6
Deutz,Deutz,Deutz,ECM,523718,3,Exhaust aftertreatment - SCR system - Voltage above normal or shorted to high source,1488,6-7-6
Deutz,Deutz,Deutz,ECM,523718,4,Exhaust aftertreatment - SCR system - Voltage below normal or shorted to low source,1489,6-7-6
Deutz,Deutz,Deutz,ECM,4376,5,Exhaust aftertreatment - DEF reverse valve - Current below normal or open circuit,1490,6-6-7
Deutz,Deutz,Deutz,ECM,4376,12,Exhaust aftertreatment - DEF reverse valve - Bad intelligent device or component,1491,6-6-7
Deutz,Deutz,Deutz,ECM,4376,4,Exhaust aftertreatment - DEF reverse valve - Voltage below normal or shorted to low source,1493,6-6-7
Deutz,Deutz,Deutz,ECM,524057,2,Engine - Fuel low pressure pump - Data erratic intermittent or incorrect,1505,843
Deutz,Deutz,Deutz,ECM,2659,2,Engine - EGR mass flow - Data erratic intermittent or incorrect,1523,8-2-2
Deutz,Deutz,Deutz,ECM,2659,0,Engine - EGR mass flow - Data above normal operational range (Most severe level),1524,8-2-2
Deutz,Deutz,Deutz,ECM,2659,1,Engine - EGR mass flow - Data below normal operational range (Most severe level),1525,8-2-2
Deutz,Deutz,Deutz,ECM,2659,12,Engine - EGR mass flow - Bad intelligent device or component,1526,8-2-2
Deutz,Deutz,Deutz,ECM,2659,2,Engine - EGR mass flow - Data erratic intermittent or incorrect,1527,8-2-2
Deutz,Deutz,Deutz,ECM,524070,2,Exhaust aftertreatment - NOx sensor before SCR Cat - Data erratic intermittent or incorrect,1529,897
Deutz,Deutz,Deutz,ECM,524071,2,Exhaust aftertreatment - NOx sensor after SCR Cat - Data erratic intermittent or incorrect,1530,898
Deutz,Deutz,Deutz,ECM,524072,2,Exhaust aftertreatment - NOx sensor before SCR Cat - Data erratic intermittent or incorrect,1531,899
Deutz,Deutz,Deutz,ECM,524073,2,Exhaust aftertreatment - NOx sensor after SCR Cat - Data erratic intermittent or incorrect,1532,245
Deutz,Deutz,Deutz,ECM,524074,9,Exhaust aftertreatment - NOx sensor after SCR Cat - Abnormal update rate timeout,1533,246
Deutz,Deutz,Deutz,ECM,524075,11,Exhaust aftertreatment - NOx sensor after SCR Cat - Root cause not known,1534,247
Deutz,Deutz,Deutz,ECM,524076,9,Exhaust aftertreatment - NOx sensor before SCR Cat - Abnormal update rate timeout,1535,248
Deutz,Deutz,Deutz,ECM,524077,11,Exhaust aftertreatment - NOx sensor before SCR Cat - Root cause not known,1536,249
Deutz,Deutz,Deutz,ECM,524078,9,Exhaust aftertreatment - NOx sensor after SCR Cat lambda - Abnormal update rate timeout,1537,255
Deutz,Deutz,Deutz,ECM,524079,9,Exhaust aftertreatment - NOx sensor after SCR Cat lambda - Abnormal update rate timeout,1538,256
Deutz,Deutz,Deutz,ECM,524080,9,"Exhaust aftertreatment - NOx sensor before SCR Cat lambda
- Abnormal update rate timeout",1539,257
Deutz,Deutz,Deutz,ECM,524081,9,"Exhaust aftertreatment - NOx sensor before SCR Cat lambda
- Abnormal update rate timeout",1540,258
Deutz,Deutz,Deutz,ECM,524082,9,Exhaust aftertreatment - NOx sensor after SCR Cat NOx - Abnormal update rate timeout,1541,259
Deutz,Deutz,Deutz,ECM,524083,9,Exhaust aftertreatment - NOx sensor after SCR Cat NOx - Abnormal update rate timeout,1542,261
Deutz,Deutz,Deutz,ECM,524084,9,Exhaust aftertreatment - NOx sensor before SCR Cat NOx - Abnormal update rate timeout,1543,911
Deutz,Deutz,Deutz,ECM,524085,9,Exhaust aftertreatment - NOx sensor before SCR Cat NOx - Abnormal update rate timeout,1544,912
Deutz,Deutz,Deutz,ECM,524149,2,Engine - TC pressure after turbine - Data erratic intermittent or incorrect,1545,968
Deutz,Deutz,Deutz,ECM,1176,2,Engine - TC charge pressure - Data erratic intermittent or incorrect,1549,139
Deutz,Deutz,Deutz,ECM,524063,5,Exhaust aftertreatment - DEF heater - Current below normal or open circuit,1555,869
Deutz,Deutz,Deutz,ECM,524063,5,Exhaust aftertreatment - DEF heater - Current below normal or open circuit,1556,869
Deutz,Deutz,Deutz,ECM,524063,5,Exhaust aftertreatment - DEF heater - Current below normal or open circuit,1557,869
Deutz,Deutz,Deutz,ECM,524063,3,Exhaust aftertreatment - DEF heater - Voltage above normal or shorted to high source,1558,869
Deutz,Deutz,Deutz,ECM,524063,4,Exhaust aftertreatment - DEF heater - Voltage below normal or shorted to low source,1559,869
Deutz,Deutz,Deutz,ECM,524063,5,Exhaust aftertreatment - DEF heater - Current below normal or open circuit,1560,869
Deutz,Deutz,Deutz,ECM,524063,5,Exhaust aftertreatment - DEF heater - Current below normal or open circuit,1561,869
Deutz,Deutz,Deutz,ECM,524063,5,Exhaust aftertreatment - DEF heater - Current below normal or open circuit,1562,869
Deutz,Deutz,Deutz,ECM,524065,0,Exhaust aftertreatment - Pressure sensor before SCR Cat - Data above normal operational range (Most severe level),1565,892
Deutz,Deutz,Deutz,ECM,524065,1,Exhaust aftertreatment - Pressure sensor before SCR Cat - Data below normal operational range (Most severe level),1566,892
Deutz,Deutz,Deutz,ECM,524065,3,Exhaust aftertreatment - Pressure sensor before SCR Cat - Voltage above normal or shorted to high source,1569,892
Deutz,Deutz,Deutz,ECM,524065,4,Exhaust aftertreatment - Pressure sensor before SCR Cat - Voltage below normal or shorted to low source,1570,892
Deutz,Deutz,Deutz,ECM,524067,0,Exhaust aftertreatment - DEF pump temperature - Data above normal operational range (Most severe level),1581,894
Deutz,Deutz,Deutz,ECM,524067,1,Exhaust aftertreatment - DEF pump temperature - Data below normal operational range (Most severe level),1582,894
Deutz,Deutz,Deutz,ECM,524067,0,Exhaust aftertreatment - DEF pump temperature - Data above normal operational range (Most severe level),1585,894
Deutz,Deutz,Deutz,ECM,524067,1,Exhaust aftertreatment - DEF pump temperature - Data below normal operational range (Most severe level),1586,894
Deutz,Deutz,Deutz,ECM,1761,0,Exhaust aftertreatment - DEF tank level sensor - Data above normal operational range (Most severe level),1593,129
Deutz,Deutz,Deutz,ECM,1761,1,Exhaust aftertreatment - DEF tank level sensor - Data below normal operational range (Most severe level),1594,129
Deutz,Deutz,Deutz,ECM,524149,2,Engine - TC pressure after turbine - Data erratic intermittent or incorrect,1597,968
Deutz,Deutz,Deutz,ECM,524065,2,Exhaust aftertreatment - Pressure sensor before SCR Cat - Data erratic intermittent or incorrect,1598,892
Deutz,Deutz,Deutz,ECM,3699,2,Exhaust aftertreatment - Passive regeneration - Data erratic intermittent or incorrect,1617,8-1-8
Deutz,Deutz,Deutz,ECM,524087,5,Machine - DEF error lamp - Current below normal or open circuit,1619,884
Deutz,Deutz,Deutz,ECM,524087,12,Machine - DEF error lamp - Bad intelligent device or component,1620,884
Deutz,Deutz,Deutz,ECM,524087,3,Machine - DEF error lamp - Voltage above normal or shorted to high source,1621,884
Deutz,Deutz,Deutz,ECM,524087,4,Machine - DEF error lamp - Voltage below normal or shorted to low source,1622,884
Deutz,Deutz,Deutz,ECM,524132,2,Engine - Fuel low pressure before pump - Data erratic intermittent or incorrect,1630,955
Deutz,Deutz,Deutz,ECM,524132,0,Engine - Fuel low pressure before pump - Data above normal operational range (Most severe level),1631,9-5-5
Deutz,Deutz,Deutz,ECM,524132,0,Engine - Fuel low pressure before pump - Data above normal operational range (Most severe level),1632,9-5-5
Deutz,Deutz,Deutz,ECM,524132,1,Engine - Fuel low pressure before pump - Data below normal operational range (Most severe level),1633,9-5-5
Deutz,Deutz,Deutz,ECM,524132,1,Engine - Fuel low pressure before pump - Data below normal operational range (Most severe level),1634,9-5-5
Deutz,Deutz,Deutz,ECM,3699,0,Exhaust aftertreatment - Passive regeneration - Data above normal operational range (Most severe level),1635,8-1-8
Deutz,Deutz,Deutz,ECM,524147,13,Exhaust aftertreatment - DEF pressure - Out of calibration,1639,966
Deutz,Deutz,Deutz,ECM,524063,12,Exhaust aftertreatment - DEF heater - Bad intelligent device or component,1646,869
Deutz,Deutz,Deutz,ECM,524063,12,Exhaust aftertreatment - DEF heater - Bad intelligent device or component,1647,869
Deutz,Deutz,Deutz,ECM,1761,14,Exhaust aftertreatment - DEF tank level sensor - Special instructions,1654,138
Deutz,Deutz,Deutz,ECM,1761,14,Exhaust aftertreatment - DEF tank level sensor - Special instructions,1655,138
Deutz,Deutz,Deutz,ECM,1761,14,Exhaust aftertreatment - DEF tank level sensor - Special instructions,1656,138
Deutz,Deutz,Deutz,ECM,524096,14,Exhaust aftertreatment - EPA counter - Special instructions,1658,1-9-6
Deutz,Deutz,Deutz,ECM,524114,9,Exhaust aftertreatment - CAN DOC - Abnormal update rate timeout,1659,9-3-8
Deutz,Deutz,Deutz,ECM,524115,9,Exhaust aftertreatment - CAN service - Abnormal update rate timeout,1660,939
Deutz,Deutz,Deutz,ECM,524116,9,Exhaust aftertreatment - CAN DEF tank - Abnormal update rate timeout,1661,1-9-4
Deutz,Deutz,Deutz,ECM,524117,9,Exhaust aftertreatment - CAN DEF heater - Abnormal update rate timeout,1662,9-4-1
Deutz,Deutz,Deutz,ECM,524097,9,Exhaust aftertreatment - CAN Burner pump - Abnormal update rate timeout,1663,921
Deutz,Deutz,Deutz,ECM,524098,9,Exhaust aftertreatment - CAN Burner pump - Abnormal update rate timeout,1664,922
Deutz,Deutz,Deutz,ECM,524099,9,Exhaust aftertreatment - CAN DPF - Abnormal update rate timeout,1665,923
Deutz,Deutz,Deutz,ECM,524100,9,Exhaust aftertreatment - CAN DPF - Abnormal update rate timeout,1666,924
Deutz,Deutz,Deutz,ECM,524101,9,Exhaust aftertreatment - CAN DPF - Abnormal update rate timeout,1667,925
Deutz,Deutz,Deutz,ECM,524105,9,Engine - CAN EGR actuator - Abnormal update rate timeout,1668,929
Deutz,Deutz,Deutz,ECM,524108,9,Engine - CAN EGR actuator - Abnormal update rate timeout,1669,932
Deutz,Deutz,Deutz,ECM,524110,9,Engine - Exhaust brake flap - Abnormal update rate timeout,1670,934
Deutz,Deutz,Deutz,ECM,524112,9,Engine - CAN throttle valve - Abnormal update rate timeout,1671,936
Deutz,Deutz,Deutz,ECM,524118,9,Exhaust aftertreatment - CAN DPF regeneration - Abnormal update rate timeout,1672,942
Deutz,Deutz,Deutz,ECM,524103,9,Exhaust aftertreatment - CAN Burner air pump - Abnormal update rate timeout,1675,927
Deutz,Deutz,Deutz,ECM,524104,9,Exhaust aftertreatment - CAN DPF - Abnormal update rate timeout,1676,928
Deutz,Deutz,Deutz,ECM,524106,9,Engine - CAN EGR actuator - Abnormal update rate timeout,1677,195
Deutz,Deutz,Deutz,ECM,524107,9,Engine - CAN EGR actuator - Abnormal update rate timeout,1678,931
Deutz,Deutz,Deutz,ECM,524109,9,Engine - CAN EGR actuator - Abnormal update rate timeout,1679,933
Deutz,Deutz,Deutz,ECM,524111,9,Engine - Exhaust brake flap - Abnormal update rate timeout,1680,935
Deutz,Deutz,Deutz,ECM,524113,9,Engine - CAN throttle valve - Abnormal update rate timeout,1681,937
Deutz,Deutz,Deutz,ECM,524120,9,Exhaust aftertreatment - CAN SCR heater diagnostic - Abnormal update rate timeout,1682,9-4-4
Deutz,Deutz,Deutz,ECM,524121,9,Engine - CAN wastegate actuator - Abnormal update rate timeout,1683,945
Deutz,Deutz,Deutz,ECM,524122,9,Exhaust aftertreatment - CAN DEF quality - Abnormal update rate timeout,1684,9-4-6
Deutz,Deutz,Deutz,ECM,524123,9,Exhaust aftertreatment - CAN SCR heater control - Abnormal update rate timeout,1685,9-4-7
Deutz,Deutz,Deutz,ECM,524124,9,Exhaust aftertreatment - CAN DPF - Abnormal update rate timeout,1686,9-4-8
Deutz,Deutz,Deutz,ECM,524125,9,Engine - CAN wastegate actuator - Abnormal update rate timeout,1687,949
Deutz,Deutz,Deutz,ECM,524133,2,Machine - Override switch - Data erratic intermittent or incorrect,1698,956
Deutz,Deutz,Deutz,ECM,524134,0,Exhaust aftertreatment - DPF ash load - Data above normal operational range (Most severe level),1699,957
Deutz,Deutz,Deutz,ECM,524134,0,Exhaust aftertreatment - DPF ash load - Data above normal operational range (Most severe level),1700,957
Deutz,Deutz,Deutz,ECM,524135,0,Exhaust aftertreatment - DPF soot load - Data above normal operational range (Most severe level),1701,958
Deutz,Deutz,Deutz,ECM,524135,14,Exhaust aftertreatment - DPF soot load - Special instructions,1702,958
Deutz,Deutz,Deutz,ECM,524135,0,Exhaust aftertreatment - DPF soot load - Data above normal operational range (Most severe level),1703,958
Deutz,Deutz,Deutz,ECM,524156,9,Machine - CAN wheel speed - Abnormal update rate timeout,1705,972
Deutz,Deutz,Deutz,ECM,524157,9,Machine - CAN fan control - Abnormal update rate timeout,1706,973
Deutz,Deutz,Deutz,ECM,524159,0,Engine - Fan - Data above normal operational range (Most severe level),1708,975
Deutz,Deutz,Deutz,ECM,524159,1,Engine - Fan - Data below normal operational range (Most severe level),1709,975
Deutz,Deutz,Deutz,ECM,524160,5,Engine - Fan control - Current below normal or open circuit,1710,976
Deutz,Deutz,Deutz,ECM,524160,3,Engine - Fan control - Voltage above normal or shorted to high source,1712,976
Deutz,Deutz,Deutz,ECM,524160,4,Engine - Fan control - Voltage below normal or shorted to low source,1713,976
Deutz,Deutz,Deutz,ECM,524161,5,Engine - Fan control - Current below normal or open circuit,1714,977
Deutz,Deutz,Deutz,ECM,524161,3,Engine - Fan control - Voltage above normal or shorted to high source,1716,977
Deutz,Deutz,Deutz,ECM,524161,4,Engine - Fan control - Voltage below normal or shorted to low source,1717,977
Deutz,Deutz,Deutz,ECM,524162,12,Engine - Fan control angle sensor - Bad intelligent device or component,1718,978
Deutz,Deutz,Deutz,ECM,524163,12,Engine - Fan control - Bad intelligent device or component,1719,979
Deutz,Deutz,Deutz,ECM,2791,7,Engine - EGR actuator - Mechanical system not responding or out of adjustment,1752,415
Deutz,Deutz,Deutz,ECM,2791,2,Engine - EGR actuator - Data erratic intermittent or incorrect,1753,415
Deutz,Deutz,Deutz,ECM,2791,13,Engine - EGR actuator - Out of calibration,1754,415
Deutz,Deutz,Deutz,ECM,2791,12,Engine - EGR actuator - Bad intelligent device or component,1755,415
Deutz,Deutz,Deutz,ECM,2791,13,Engine - EGR actuator - Out of calibration,1756,415
Deutz,Deutz,Deutz,ECM,2791,6,Engine - EGR actuator - Current above normal or grounded circuit,1757,415
Deutz,Deutz,Deutz,ECM,2791,3,Engine - EGR actuator - Voltage above normal or shorted to high source,1758,415
Deutz,Deutz,Deutz,ECM,2791,4,Engine - EGR actuator - Voltage below normal or shorted to low source,1759,415
Deutz,Deutz,Deutz,ECM,2791,13,Engine - EGR actuator - Out of calibration,1760,415
Deutz,Deutz,Deutz,ECM,2791,7,Engine - EGR actuator - Mechanical system not responding or out of adjustment,1761,415
Deutz,Deutz,Deutz,ECM,2791,16,Engine - EGR actuator - Data above normal operational range (Moderately severe level),1762,415
Deutz,Deutz,Deutz,ECM,2791,0,Engine - EGR actuator - Data above normal operational range (Most severe level),1763,415
Deutz,Deutz,Deutz,ECM,1188,7,Engine - TC wastegate - Mechanical system not responding or out of adjustment,1788,814
Deutz,Deutz,Deutz,ECM,1188,2,Engine - TC wastegate - Data erratic intermittent or incorrect,1789,814
Deutz,Deutz,Deutz,ECM,1188,13,Engine - TC wastegate - Out of calibration,1790,814
Deutz,Deutz,Deutz,ECM,1188,12,Engine - TC wastegate - Bad intelligent device or component,1791,814
Deutz,Deutz,Deutz,ECM,1188,13,Engine - TC wastegate - Out of calibration,1792,814
Deutz,Deutz,Deutz,ECM,1188,6,Engine - TC wastegate - Current above normal or grounded circuit,1793,814
Deutz,Deutz,Deutz,ECM,1188,3,Engine - TC wastegate - Voltage above normal or shorted to high source,1794,814
Deutz,Deutz,Deutz,ECM,1188,4,Engine - TC wastegate - Voltage below normal or shorted to low source,1795,814
Deutz,Deutz,Deutz,ECM,1188,13,Engine - TC wastegate - Out of calibration,1796,814
Deutz,Deutz,Deutz,ECM,1188,7,Engine - TC wastegate - Mechanical system not responding or out of adjustment,1797,814
Deutz,Deutz,Deutz,ECM,1188,0,Engine - TC wastegate - Data above normal operational range (Most severe level),1799,814
Deutz,Deutz,Deutz,ECM,524141,7,Exhaust aftertreatment - DEF metering valve - Mechanical system not responding or out of adjustment,1827,192
Deutz,Deutz,Deutz,ECM,523612,12,Engine - ECU - Bad intelligent device or component,1857,555
Deutz,Deutz,Deutz,ECM,524147,7,Exhaust aftertreatment - DEF pressure - Mechanical system not responding or out of adjustment,1858,966
Deutz,Deutz,Deutz,ECM,524175,0,Exhaust aftertreatment - NOx emissiones after SCR Cat - Data above normal operational range (Most severe level),1859,993
Deutz,Deutz,Deutz,ECM,524074,2,Exhaust aftertreatment - NOx sensor after SCR Cat - Data erratic intermittent or incorrect,1860,246
Deutz,Deutz,Deutz,ECM,524076,2,Exhaust aftertreatment - NOx sensor before SCR Cat - Data erratic intermittent or incorrect,1861,248
Deutz,Deutz,Deutz,ECM,524177,7,Exhaust aftertreatment - DEF pressure suction line - Mechanical system not responding or out of adjustment,1863,995
Deutz,Deutz,Deutz,ECM,524178,7,Exhaust aftertreatment - DEF pressure - Mechanical system not responding or out of adjustment,1864,996
Deutz,Deutz,Deutz,ECM,4360,2,Exhaust aftertreatment - Temperature before SCR Cat - Data erratic intermittent or incorrect,1865,668
